"Name","Code","Beschreibung"
"f28b_6",60,"Lärm allgemein (lärmiger, Lärm)"
"f28b_6",61,"Bau- und Baustellenlärm"
"f28b_6",62,"Verkehrslärm, Fluglärm (Flugzeuge)"
"f28b_6",63,"Lärm durch Bewohnerschaft (Kinder <Kinderhort, Schule, Spielplatz>, Nachbarschaft, Mieterschaft, Leute)"
"f28b_6",64,"Lärm durch Veranstaltungen (Restaurants, Sportveranstaltungen, Nacht, viele Partygänger)"
"f28b_6",65,"Ladenangebot (Angebotsvielfalt geht verloren, Einkaufsmöglichkeiten verschlechtert, Lädelisterben, Kleingewerbe gibt es nicht mehr)"
"f28b_6",67,"Ladenangebot (Angebotsvielfalt geht verloren, Einkaufsmöglichkeiten verschlechtert, Lädelisterben, Kleingewerbe gibt es nicht mehr)"
"f28b_6",68,"ÖV (Anschluss schlechter, überfüllt)"
"f28b_6",7,"Prostitution hat abgenommen"
"f28b_6",70,"Neubauten / Überbauungen"
"f28b_6",71,"Baustellen"
"f28b_6",72,"Strassenbau"
"f28b_6",73,"Renovationen (Mietverteuerung)"
"f28b_6",74,"Verdichtung/dichtes Bauen"
"f28b_6",8,"Weniger Verkehr (Westumfahrung, neue Autobahnumfahrung, Üetlibergtunnel, Neue Verkehrsführung, flankierende Massnahmen, bessere Verkehrslage)"
"f28b_6",80,"Anonymer / ausgestorbener (Isolierung, kennt sich nicht mehr, leere Wohnungen, Zweitwohnsitze, weniger Leben, weniger Kontakt)"
"f28b_6",81,"Nachbarschafts- und Mieterschaftskonflikte"
"f28b_6",82,"Veränderung Bewohnerschaft (andere, mehr Leute, zu dicht, Mieterwechsel, Fluktuation, Generationenwechsel, Gentrifizierung)"
"f28b_6",83,"Zu hoher Ausländeranteil (zu viele)"
"f28b_6",84,"Ausländeranteil gestiegen (mehr, viele, Ausländer, soziale Durchmischung nimmt ab)"
"f28b_6",85,"Nicht-integrierte Ausländer (halten sich nicht an Regeln, nicht-integriert, Ordnung im Haus)"
"f28b_6",86,"Jungendliche / Jugendliche Gruppierungen (Jugendliche und Alkohol)"
"f28b_6",87,"Respektloser / Mangelnder Respekt"
"f28b_6",88,"Mehr Kiffer, Gesindel, Betrunkene, Randalierer"
"f28b_6",9,"Neue Strassen/Strassensanierung"
"f28b_6",95,"Anderes negatives (negative Nennungen zu ÖV, mehr Restaurants, zu wenig Infrastruktur, Verkehrsberuhigung, Lichtverschmutzung, Umweltverschmutzung)"
"f28b_6",99,"kein Grund / keine Gründe"
"f29a",1,"Note 1 (sehr unzufrieden)"
"f29a",2,"Note 2"
"f29a",3,"Note 3"
"f29a",4,"Note 4"
"f29a",5,"Note 5"
"f29a",6,"Note 6 (sehr zufrieden)"
"f29a",88,"Doppelnennungen"
"f29a",98,"Weiss nicht"
"f29a",99,"Keine Angabe"
"f29b",1,"Note 1 (sehr unzufrieden)"
"f29b",2,"Note 2"
"f29b",3,"Note 3"
"f29b",4,"Note 4"
"f29b",5,"Note 5"
"f29b",6,"Note 6 (sehr zufrieden)"
"f29b",88,"Doppelnennungen"
"f29b",98,"Weiss nicht"
"f29b",99,"Keine Angabe"
"f29c",1,"Note 1 (sehr unzufrieden)"
"f29c",2,"Note 2"
"f29c",3,"Note 3"
"f29c",4,"Note 4"
"f29c",5,"Note 5"
"f29c",6,"Note 6 (sehr zufrieden)"
"f29c",88,"Doppelnennungen"
"f29c",98,"Weiss nicht"
"f29c",99,"Keine Angabe"
"f29d",1,"Note 1 (sehr unzufrieden)"
"f29d",2,"Note 2"
"f29d",3,"Note 3"
"f29d",4,"Note 4"
"f29d",5,"Note 5"
"f29d",6,"Note 6 (sehr zufrieden)"
"f29d",88,"Doppelnennungen"
"f29d",98,"Weiss nicht"
"f29d",99,"Keine Angabe"
"f29e",1,"Note 1 (sehr unzufrieden)"
"f29e",2,"Note 2"
"f29e",3,"Note 3"
"f29e",4,"Note 4"
"f29e",5,"Note 5"
"f29e",6,"Note 6 (sehr zufrieden)"
"f29e",88,"Doppelnennungen"
"f29e",98,"Weiss nicht"
"f29e",99,"Keine Angabe"
"f29f",1,"Note 1 (sehr unzufrieden)"
"f29f",2,"Note 2"
"f29f",3,"Note 3"
"f29f",4,"Note 4"
"f29f",5,"Note 5"
"f29f",6,"Note 6 (sehr zufrieden)"
"f29f",88,"Doppelnennungen"
"f29f",98,"Weiss nicht"
"f29f",99,"Keine Angabe"
"f29g",1,"Note 1 (sehr unzufrieden)"
"f29g",2,"Note 2"
"f29g",3,"Note 3"
"f29g",4,"Note 4"
"f29g",5,"Note 5"
"f29g",6,"Note 6 (sehr zufrieden)"
"f29g",88,"Doppelnennungen"
"f29g",98,"Weiss nicht"
"f29g",99,"Keine Angabe"
"f29h",1,"Note 1 (sehr unzufrieden)"
"f29h",2,"Note 2"
"f29h",3,"Note 3"
"f29h",4,"Note 4"
"f29h",5,"Note 5"
"f29h",6,"Note 6 (sehr zufrieden)"
"f29h",88,"Doppelnennungen"
"f29h",98,"Weiss nicht"
"f29h",99,"Keine Angabe"
"f29i",1,"Note 1 (sehr unzufrieden)"
"f29i",2,"Note 2"
"f29i",3,"Note 3"
"f29i",4,"Note 4"
"f29i",5,"Note 5"
"f29i",6,"Note 6 (sehr zufrieden)"
"f29i",88,"Doppelnennungen"
"f29i",98,"Weiss nicht"
"f29i",99,"Keine Angabe"
"f29j",1,"Note 1 (sehr unzufrieden)"
"f29j",2,"Note 2"
"f29j",3,"Note 3"
"f29j",4,"Note 4"
"f29j",5,"Note 5"
"f29j",6,"Note 6 (sehr zufrieden)"
"f29j",88,"Doppelnennungen"
"f29j",98,"Weiss nicht"
"f29j",99,"Keine Angabe"
"f30",1,"Ja"
"f30",2,"Nein"
"f30",98,"Weiss nicht"
"f30",99,"Keine Angabe"
"f31a",1,"Möchte nicht mehr in der Stadt wohnen (zu teuer, Lebenskosten, ländlicher)"
"f31a",10,"Politisches Klima der Stadt"
"f31a",11,"Eigenheim / Eigentumswohnung gekauft / geerbt (Kaufabsicht)"
"f31a",12,"Unsicherheit, Kriminalität"
"f31a",13,"Verkehrsbelastung (Strassenlärm, Fluglärm)"
"f31a",14,"Lärm (durch Nachbarn, Umgebung, Dichtestress, Ruhe, Bautätigkeit)"
"f31a",15,"Alters- / Gesundheitsprobleme (Alterswohnung, altersgerecht)"
"f31a",16,"Soziales, nachbarschaftliches Umfeld (zu viel/zu wenig Kinder, nicht kinderfreundlich, unfreundlich, Nachbar, Sprache, Gentrifizierung)"
"f31a",17,"Zurück in Heimat"
"f31a",18,"Ausland"
"f31a",19,"Renovation / Abbruch"
"f31a",2,"Wechsel Arbeitsstelle / Ausbildungsort (Arbeit, Job, Studium, Distanz zum Arbeitsplatz, Studium beendet, selbständig)"
"f31a",20,"Unzufrieden mit Wohnung / Haus / Block (ringhörige Wohnung, laute Wohnung, alte Wohnung, Balkon, sanierungsbedürftiges Haus)"
"f31a",21,"Unzufrieden mit Lage / Quartier / Gegend (näher zum Arbeitsplatz, Natur, Grün, ÖV, Freizeitangebote, Lebensqualität, Garten, Haus mit Garten, Parkplatz, Sauberkeit)"
"f31a",22,"Kündigung erhalten / befristet (genossenschaftliche Bedingungen nicht mehr erfüllt, Eigenbedarf, Haus wird verkauft)"
"f31a",23,"Abwechslung, Tapeten-Wechsel, etwas Anderes kennenlernen"
"f31a",24,"Verbote, Regeln, restriktiver Mietvertrag (Haustiere, Musizieren)"
"f31a",25,"Mobilfunk-Antenne"
"f31a",26,"Sparen, Wirtschaftslage, Lohn"
"f31a",3,"Persönliche Gründe (Partnerschaft, Familie, Beziehungen, weg vom Elternhaus, eigene Wohnung, genug von WG, Untermiete)"
"f31a",4,"Wohnung / Haus zu klein (Familienzuwachs, Familiengründung)"
"f31a",5,"Wohnung / Haus zu gross (Auszug der Kinder)"
"f31a",6,"Wohnung / Haus zu teuer (Miete) (schlechtes Preis-Leistungsverhältnis, Preis, Kosten)"
"f31a",7,"Schulsituation der Kinder"
"f31a",8,"Steuerbelastung"
"f31a",9,"Belastung durch Abgase, Gerüche (Luftverschmutzung)"
"f31a",95,"Anderes (Sauberkeit, , pensioniert, Wohnungsgrösse, Kind, Kinder)"
"f31a",98,"Weiss nicht"
"f31a",99,"Keine Angabe"
"f31b",1,"Möchte nicht mehr in der Stadt wohnen (zu teuer, Lebenskosten, ländlicher)"
"f31b",10,"Politisches Klima der Stadt"
"f31b",11,"Eigenheim / Eigentumswohnung gekauft / geerbt (Kaufabsicht)"
"f31b",12,"Unsicherheit, Kriminalität"
"f31b",13,"Verkehrsbelastung (Strassenlärm, Fluglärm)"
"f31b",14,"Lärm (durch Nachbarn, Umgebung, Dichtestress, Ruhe, Bautätigkeit)"
"f31b",15,"Alters- / Gesundheitsprobleme (Alterswohnung, altersgerecht)"
"f31b",16,"Soziales, nachbarschaftliches Umfeld (zu viel/zu wenig Kinder, nicht kinderfreundlich, unfreundlich, Nachbar, Sprache, Gentrifizierung)"
"f31b",17,"Zurück in Heimat"
"f31b",18,"Ausland"
"f31b",19,"Renovation / Abbruch"
"f31b",2,"Wechsel Arbeitsstelle / Ausbildungsort (Arbeit, Job, Studium, Distanz zum Arbeitsplatz, Studium beendet, selbständig)"
"f31b",20,"Unzufrieden mit Wohnung / Haus / Block (ringhörige Wohnung, laute Wohnung, alte Wohnung, Balkon, sanierungsbedürftiges Haus)"
"f31b",21,"Unzufrieden mit Lage / Quartier / Gegend (näher zum Arbeitsplatz, Natur, Grün, ÖV, Freizeitangebote, Lebensqualität, Garten, Haus mit Garten, Parkplatz, Sauberkeit)"
"f31b",22,"Kündigung erhalten / befristet (genossenschaftliche Bedingungen nicht mehr erfüllt, Eigenbedarf, Haus wird verkauft)"
"f31b",23,"Abwechslung, Tapeten-Wechsel, etwas Anderes kennenlernen"
"f31b",24,"Verbote, Regeln, restriktiver Mietvertrag (Haustiere, Musizieren)"
"f31b",25,"Mobilfunk-Antenne"
"f31b",26,"Sparen, Wirtschaftslage, Lohn"
"f31b",3,"Persönliche Gründe (Partnerschaft, Familie, Beziehungen, weg vom Elternhaus, eigene Wohnung, genug von WG, Untermiete)"
"f31b",4,"Wohnung / Haus zu klein (Familienzuwachs, Familiengründung)"
"f31b",5,"Wohnung / Haus zu gross (Auszug der Kinder)"
"f31b",6,"Wohnung / Haus zu teuer (Miete) (schlechtes Preis-Leistungsverhältnis, Preis, Kosten)"
"f31b",7,"Schulsituation der Kinder"
"f31b",8,"Steuerbelastung"
"f31b",9,"Belastung durch Abgase, Gerüche (Luftverschmutzung)"
"f31b",95,"Anderes (Sauberkeit, , pensioniert, Wohnungsgrösse, Kind, Kinder)"
"f31b",98,"Weiss nicht"
"f31b",99,"Keine Angabe"
"f31c",1,"Möchte nicht mehr in der Stadt wohnen (zu teuer, Lebenskosten, ländlicher)"
"f31c",10,"Politisches Klima der Stadt"
"f31c",11,"Eigenheim / Eigentumswohnung gekauft / geerbt (Kaufabsicht)"
"f31c",12,"Unsicherheit, Kriminalität"
"f31c",13,"Verkehrsbelastung (Strassenlärm, Fluglärm)"
"f31c",14,"Lärm (durch Nachbarn, Umgebung, Dichtestress, Ruhe, Bautätigkeit)"
"f31c",15,"Alters- / Gesundheitsprobleme (Alterswohnung, altersgerecht)"
"f31c",16,"Soziales, nachbarschaftliches Umfeld (zu viel/zu wenig Kinder, nicht kinderfreundlich, unfreundlich, Nachbar, Sprache, Gentrifizierung)"
"f31c",17,"Zurück in Heimat"
"f31c",18,"Ausland"
"f31c",19,"Renovation / Abbruch"
"f31c",2,"Wechsel Arbeitsstelle / Ausbildungsort (Arbeit, Job, Studium, Distanz zum Arbeitsplatz, Studium beendet, selbständig)"
"f31c",20,"Unzufrieden mit Wohnung / Haus / Block (ringhörige Wohnung, laute Wohnung, alte Wohnung, Balkon, sanierungsbedürftiges Haus)"
"f31c",21,"Unzufrieden mit Lage / Quartier / Gegend (näher zum Arbeitsplatz, Natur, Grün, ÖV, Freizeitangebote, Lebensqualität, Garten, Haus mit Garten, Parkplatz, Sauberkeit)"
"f31c",22,"Kündigung erhalten / befristet (genossenschaftliche Bedingungen nicht mehr erfüllt, Eigenbedarf, Haus wird verkauft)"
"f31c",23,"Abwechslung, Tapeten-Wechsel, etwas Anderes kennenlernen"
"f31c",24,"Verbote, Regeln, restriktiver Mietvertrag (Haustiere, Musizieren)"
"f31c",25,"Mobilfunk-Antenne"
"f31c",26,"Sparen, Wirtschaftslage, Lohn"
"f31c",3,"Persönliche Gründe (Partnerschaft, Familie, Beziehungen, weg vom Elternhaus, eigene Wohnung, genug von WG, Untermiete)"
"f31c",4,"Wohnung / Haus zu klein (Familienzuwachs, Familiengründung)"
"f31c",5,"Wohnung / Haus zu gross (Auszug der Kinder)"
"f31c",6,"Wohnung / Haus zu teuer (Miete) (schlechtes Preis-Leistungsverhältnis, Preis, Kosten)"
"f31c",7,"Schulsituation der Kinder"
"f31c",8,"Steuerbelastung"
"f31c",9,"Belastung durch Abgase, Gerüche (Luftverschmutzung)"
"f31c",95,"Anderes (Sauberkeit, , pensioniert, Wohnungsgrösse, Kind, Kinder)"
"f31c",98,"Weiss nicht"
"f31c",99,"Keine Angabe"
"f31d",1,"Möchte nicht mehr in der Stadt wohnen (zu teuer, Lebenskosten, ländlicher)"
"f31d",10,"Politisches Klima der Stadt"
"f31d",11,"Eigenheim / Eigentumswohnung gekauft / geerbt (Kaufabsicht)"
"f31d",12,"Unsicherheit, Kriminalität"
"f31d",13,"Verkehrsbelastung (Strassenlärm, Fluglärm)"
"f31d",14,"Lärm (durch Nachbarn, Umgebung, Dichtestress, Ruhe, Bautätigkeit)"
"f31d",15,"Alters- / Gesundheitsprobleme (Alterswohnung, altersgerecht)"
"f31d",16,"Soziales, nachbarschaftliches Umfeld (zu viel/zu wenig Kinder, nicht kinderfreundlich, unfreundlich, Nachbar, Sprache, Gentrifizierung)"
"f31d",17,"Zurück in Heimat"
"f31d",18,"Ausland"
"f31d",19,"Renovation / Abbruch"
"f31d",2,"Wechsel Arbeitsstelle / Ausbildungsort (Arbeit, Job, Studium, Distanz zum Arbeitsplatz, Studium beendet, selbständig)"
"f31d",20,"Unzufrieden mit Wohnung / Haus / Block (ringhörige Wohnung, laute Wohnung, alte Wohnung, Balkon, sanierungsbedürftiges Haus)"
"f31d",21,"Unzufrieden mit Lage / Quartier / Gegend (näher zum Arbeitsplatz, Natur, Grün, ÖV, Freizeitangebote, Lebensqualität, Garten, Haus mit Garten, Parkplatz, Sauberkeit)"
"f31d",22,"Kündigung erhalten / befristet (genossenschaftliche Bedingungen nicht mehr erfüllt, Eigenbedarf, Haus wird verkauft)"
"f31d",23,"Abwechslung, Tapeten-Wechsel, etwas Anderes kennenlernen"
"f31d",24,"Verbote, Regeln, restriktiver Mietvertrag (Haustiere, Musizieren)"
"f31d",25,"Mobilfunk-Antenne"
"f31d",26,"Sparen, Wirtschaftslage, Lohn"
"f31d",3,"Persönliche Gründe (Partnerschaft, Familie, Beziehungen, weg vom Elternhaus, eigene Wohnung, genug von WG, Untermiete)"
"f31d",4,"Wohnung / Haus zu klein (Familienzuwachs, Familiengründung)"
"f31d",5,"Wohnung / Haus zu gross (Auszug der Kinder)"
"f31d",6,"Wohnung / Haus zu teuer (Miete) (schlechtes Preis-Leistungsverhältnis, Preis, Kosten)"
"f31d",7,"Schulsituation der Kinder"
"f31d",8,"Steuerbelastung"
"f31d",9,"Belastung durch Abgase, Gerüche (Luftverschmutzung)"
"f31d",95,"Anderes (Sauberkeit, , pensioniert, Wohnungsgrösse, Kind, Kinder)"
"f31d",98,"Weiss nicht"
"f31d",99,"Keine Angabe"
"f31e",1,"Möchte nicht mehr in der Stadt wohnen (zu teuer, Lebenskosten, ländlicher)"
"f31e",10,"Politisches Klima der Stadt"
"f31e",11,"Eigenheim / Eigentumswohnung gekauft / geerbt (Kaufabsicht)"
"f31e",12,"Unsicherheit, Kriminalität"
"f31e",13,"Verkehrsbelastung (Strassenlärm, Fluglärm)"
"f31e",14,"Lärm (durch Nachbarn, Umgebung, Dichtestress, Ruhe, Bautätigkeit)"
"f31e",15,"Alters- / Gesundheitsprobleme (Alterswohnung, altersgerecht)"
"f31e",16,"Soziales, nachbarschaftliches Umfeld (zu viel/zu wenig Kinder, nicht kinderfreundlich, unfreundlich, Nachbar, Sprache, Gentrifizierung)"
"f31e",17,"Zurück in Heimat"
"f31e",18,"Ausland"
"f31e",19,"Renovation / Abbruch"
"f31e",2,"Wechsel Arbeitsstelle / Ausbildungsort (Arbeit, Job, Studium, Distanz zum Arbeitsplatz, Studium beendet, selbständig)"
"f31e",20,"Unzufrieden mit Wohnung / Haus / Block (ringhörige Wohnung, laute Wohnung, alte Wohnung, Balkon, sanierungsbedürftiges Haus)"
"f31e",21,"Unzufrieden mit Lage / Quartier / Gegend (näher zum Arbeitsplatz, Natur, Grün, ÖV, Freizeitangebote, Lebensqualität, Garten, Haus mit Garten, Parkplatz, Sauberkeit)"
"f31e",22,"Kündigung erhalten / befristet (genossenschaftliche Bedingungen nicht mehr erfüllt, Eigenbedarf, Haus wird verkauft)"
"f31e",23,"Abwechslung, Tapeten-Wechsel, etwas Anderes kennenlernen"
"f31e",24,"Verbote, Regeln, restriktiver Mietvertrag (Haustiere, Musizieren)"
"f31e",25,"Mobilfunk-Antenne"
"f31e",26,"Sparen, Wirtschaftslage, Lohn"
"f31e",3,"Persönliche Gründe (Partnerschaft, Familie, Beziehungen, weg vom Elternhaus, eigene Wohnung, genug von WG, Untermiete)"
"f31e",4,"Wohnung / Haus zu klein (Familienzuwachs, Familiengründung)"
"f31e",5,"Wohnung / Haus zu gross (Auszug der Kinder)"
"f31e",6,"Wohnung / Haus zu teuer (Miete) (schlechtes Preis-Leistungsverhältnis, Preis, Kosten)"
"f31e",7,"Schulsituation der Kinder"
"f31e",8,"Steuerbelastung"
"f31e",9,"Belastung durch Abgase, Gerüche (Luftverschmutzung)"
"f31e",95,"Anderes (Sauberkeit, , pensioniert, Wohnungsgrösse, Kind, Kinder)"
"f31e",98,"Weiss nicht"
"f31e",99,"Keine Angabe"
"f31f",1,"Möchte nicht mehr in der Stadt wohnen (zu teuer, Lebenskosten, ländlicher)"
"f31f",10,"Politisches Klima der Stadt"
"f31f",11,"Eigenheim / Eigentumswohnung gekauft / geerbt (Kaufabsicht)"
"f31f",12,"Unsicherheit, Kriminalität"
"f31f",13,"Verkehrsbelastung (Strassenlärm, Fluglärm)"
"f31f",14,"Lärm (durch Nachbarn, Umgebung, Dichtestress, Ruhe, Bautätigkeit)"
"f31f",15,"Alters- / Gesundheitsprobleme (Alterswohnung, altersgerecht)"
"f31f",16,"Soziales, nachbarschaftliches Umfeld (zu viel/zu wenig Kinder, nicht kinderfreundlich, unfreundlich, Nachbar, Sprache, Gentrifizierung)"
"f31f",17,"Zurück in Heimat"
"f31f",18,"Ausland"
"f31f",19,"Renovation / Abbruch"
"f31f",2,"Wechsel Arbeitsstelle / Ausbildungsort (Arbeit, Job, Studium, Distanz zum Arbeitsplatz, Studium beendet, selbständig)"
"f31f",20,"Unzufrieden mit Wohnung / Haus / Block (ringhörige Wohnung, laute Wohnung, alte Wohnung, Balkon, sanierungsbedürftiges Haus)"
"f31f",21,"Unzufrieden mit Lage / Quartier / Gegend (näher zum Arbeitsplatz, Natur, Grün, ÖV, Freizeitangebote, Lebensqualität, Garten, Haus mit Garten, Parkplatz, Sauberkeit)"
"f31f",22,"Kündigung erhalten / befristet (genossenschaftliche Bedingungen nicht mehr erfüllt, Eigenbedarf, Haus wird verkauft)"
"f31f",23,"Abwechslung, Tapeten-Wechsel, etwas Anderes kennenlernen"
"f31f",24,"Verbote, Regeln, restriktiver Mietvertrag (Haustiere, Musizieren)"
"f31f",25,"Mobilfunk-Antenne"
"f31f",26,"Sparen, Wirtschaftslage, Lohn"
"f31f",3,"Persönliche Gründe (Partnerschaft, Familie, Beziehungen, weg vom Elternhaus, eigene Wohnung, genug von WG, Untermiete)"
"f31f",4,"Wohnung / Haus zu klein (Familienzuwachs, Familiengründung)"
"f31f",5,"Wohnung / Haus zu gross (Auszug der Kinder)"
"f31f",6,"Wohnung / Haus zu teuer (Miete) (schlechtes Preis-Leistungsverhältnis, Preis, Kosten)"
"f31f",7,"Schulsituation der Kinder"
"f31f",8,"Steuerbelastung"
"f31f",9,"Belastung durch Abgase, Gerüche (Luftverschmutzung)"
"f31f",95,"Anderes (Sauberkeit, , pensioniert, Wohnungsgrösse, Kind, Kinder)"
"f31f",98,"Weiss nicht"
"f31f",99,"Keine Angabe"
"f32",1,"Sehr unsicher"
"f32",2,"Eher unsicher"
"f32",3,"Eher sicher"
"f32",4,"Sehr sicher"
"f32",5,"Bin in der Nacht aus Sicherheitsgründen nie alleine unterwegs"
"f32",6,"Bin in der Nacht aus anderen Gründen nie alleine unterwegs"
"f32",98,"Weiss nicht"
"f32",99,"Keine Angabe"
"f33",1,"Ja"
"f33",2,"Nein"
"f33",3,"Bin nachts nie allein unterwegs"
"f33",98,"Weiss nicht"
"f33",99,"Keine Angabe"
"f34",1,"Ja"
"f34",2,"Nein"
"f34",3,"Bin nachts nie allein unterwegs"
"f34",98,"Weiss nicht"
"f34",99,"Keine Angabe"
"f35a",1,"Kreis 4"
"f35a",10,"Dunkle, schlecht beleuchtete Orte"
"f35a",11,"Parkhäuser"
"f35a",12,"Kreis 1"
"f35a",13,"Kreis 3"
"f35a",14,"Anderer Kreis"
"f35a",15,"Am See"
"f35a",16,"Unbelebte Orte"
"f35a",17,"Platzspitz"
"f35a","17a","Limmatuferweg"
"f35a","17b","Der Sihl entlang"
"f35a","17c","Flussufer"
"f35a",18,"Gassen"
"f35a",19,"Tram-/Bushaltestellen"
"f35a",2,"Kreis 5"
"f35a",20,"Menschenansammlungen"
"f35a",21,"Überall"
"f35a",22,"Industriequartier"
"f35a",23,"Seitenstrasse der Langstrasse"
"f35a",24,"In unbekannten Quartier, wo ich mich nicht auskenne"
"f35a",25,"Unterführung der Langstrasse"
"f35a",26,"Im Tram/Zug/S-Bahn selber"
"f35a",27,"Arbeitsplatz"
"f35a",28,"Ausgangsviertel/bei Clubs/Nachtleben/Vergnügungsviertel"
"f35a",29,"Ausländer(anteil)"
"f35a",3,"Langstrasse"
"f35a",30,"Helvetiaplatz"
"f35a",31,"Bäckeranlage"
"f35a",32,"Grünau"
"f35a",33,"Bellevue"
"f35a",34,"Wiedikon"
"f35a",35,"Seebach"
"f35a",36,"Hardbrücke/Hardplatz"
"f35a",37,"Stauffacher"
"f35a",38,"Stadelhofen"
"f35a",39,"Andere Plätze / Strassen"
"f35a",4,"Niederdorf"
"f35a",40,"Limmatplatz"
"f35a",41,"Albisriedplatz"
"f35a",42,"Badenerstr."
"f35a",43,"Wipkingen"
"f35a",44,"Zürich West"
"f35a",45,"Züriberg"
"f35a",46,"Josef Wiese, Josef Platz"
"f35a",47,"Enge"
"f35a",48,"Affoltern, Unter-Affoltern"
"f35a",49,"Letzigrund, Fussball (bis 2013: Code 20-Menschenansammlungen)"
"f35a",5,"Unterführungen"
"f35a",50,"Drogenszene / Prostitution (bis 2013: Code 17-Platzspitz)"
"f35a",51,"Oerlikon (bis 2013: Code 14-anderer Kreis)"
"f35a",52,"Altstetten (bis 2013: Code 14-anderer Kreis)"
"f35a",53,"Schwamendingen (bis 2013: Code 14-anderer Kreis)"
"f35a",54,"Bahnhof Affoltern"
"f35a",55,"Bahnhof Altstetten"
"f35a",56,"Bahnhof Oerlikon"
"f35a",57,"Bahnhof Stettbach"
"f35a",59,"Landesmuseum"
"f35a",6,"Wald"
"f35a",7,"Parks"
"f35a",8,"Hauptbahnhof"
"f35a",9,"Innenstadt"
"f35a",90,"Andere"
"f35a",95,"andere"
"f35a",97,"Bin nachts nie allein unterwegs"
"f35a",98,"weiss nicht"
"f35a",99,"Keine Angabe"
"f35b",1,"Kreis 4"
"f35b",10,"Dunkle, schlecht beleuchtete Orte"
"f35b",11,"Parkhäuser"
"f35b",12,"Kreis 1"
"f35b",13,"Kreis 3"
"f35b",14,"Anderer Kreis"
"f35b",15,"Am See"
"f35b",16,"Unbelebte Orte"
"f35b",17,"Platzspitz"
"f35b","17a","Limmatuferweg"
"f35b","17b","Der Sihl entlang"
"f35b","17c","Flussufer"
"f35b",18,"Gassen"
"f35b",19,"Tram-/Bushaltestellen"
"f35b",2,"Kreis 5"
"f35b",20,"Menschenansammlungen"
"f35b",21,"Überall"
"f35b",22,"Industriequartier"
"f35b",23,"Seitenstrasse der Langstrasse"
"f35b",24,"In unbekannten Quartier, wo ich mich nicht auskenne"
"f35b",25,"Unterführung der Langstrasse"
"f35b",26,"Im Tram/Zug/S-Bahn selber"
"f35b",27,"Arbeitsplatz"
"f35b",28,"Ausgangsviertel/bei Clubs/Nachtleben/Vergnügungsviertel"
"f35b",29,"Ausländer(anteil)"
"f35b",3,"Langstrasse"
"f35b",30,"Helvetiaplatz"
"f35b",31,"Bäckeranlage"
"f35b",32,"Grünau"
"f35b",33,"Bellevue"
"f35b",34,"Wiedikon"
"f35b",35,"Seebach"
"f35b",36,"Hardbrücke/Hardplatz"
"f35b",37,"Stauffacher"
"f35b",38,"Stadelhofen"
"f35b",39,"Andere Plätze / Strassen"
"f35b",4,"Niederdorf"
"f35b",40,"Limmatplatz"
"f35b",41,"Albisriedplatz"
"f35b",42,"Badenerstr."
"f35b",43,"Wipkingen"
"f35b",44,"Zürich West"
"f35b",45,"Züriberg"
"f35b",46,"Josef Wiese, Josef Platz"
"f35b",47,"Enge"
"f35b",48,"Affoltern, Unter-Affoltern"
"f35b",49,"Letzigrund, Fussball (bis 2013: Code 20-Menschenansammlungen)"
"f35b",5,"Unterführungen"
"f35b",50,"Drogenszene / Prostitution (bis 2013: Code 17-Platzspitz)"
"f35b",51,"Oerlikon (bis 2013: Code 14-anderer Kreis)"
"f35b",52,"Altstetten (bis 2013: Code 14-anderer Kreis)"
"f35b",53,"Schwamendingen (bis 2013: Code 14-anderer Kreis)"
"f35b",54,"Bahnhof Affoltern"
"f35b",55,"Bahnhof Altstetten"
"f35b",56,"Bahnhof Oerlikon"
"f35b",57,"Bahnhof Stettbach"
"f35b",59,"Landesmuseum"
"f35b",6,"Wald"
"f35b",7,"Parks"
"f35b",8,"Hauptbahnhof"
"f35b",9,"Innenstadt"
"f35b",90,"Andere"
"f35b",95,"andere"
"f35b",97,"Bin nachts nie allein unterwegs"
"f35b",98,"weiss nicht"
"f35b",99,"Keine Angabe"
"f35c",1,"Kreis 4"
"f35c",10,"Dunkle, schlecht beleuchtete Orte"
"f35c",11,"Parkhäuser"
"f35c",12,"Kreis 1"
"f35c",13,"Kreis 3"
"f35c",14,"Anderer Kreis"
"f35c",15,"Am See"
"f35c",16,"Unbelebte Orte"
"f35c",17,"Platzspitz"
"f35c","17a","Limmatuferweg"
"f35c","17b","Der Sihl entlang"
"f35c","17c","Flussufer"
"f35c",18,"Gassen"
"f35c",19,"Tram-/Bushaltestellen"
"f35c",2,"Kreis 5"
"f35c",20,"Menschenansammlungen"
"f35c",21,"Überall"
"f35c",22,"Industriequartier"
"f35c",23,"Seitenstrasse der Langstrasse"
"f35c",24,"In unbekannten Quartier, wo ich mich nicht auskenne"
"f35c",25,"Unterführung der Langstrasse"
"f35c",26,"Im Tram/Zug/S-Bahn selber"
"f35c",27,"Arbeitsplatz"
"f35c",28,"Ausgangsviertel/bei Clubs/Nachtleben/Vergnügungsviertel"
"f35c",29,"Ausländer(anteil)"
"f35c",3,"Langstrasse"
"f35c",30,"Helvetiaplatz"
"f35c",31,"Bäckeranlage"
"f35c",32,"Grünau"
"f35c",33,"Bellevue"
"f35c",34,"Wiedikon"
"f35c",35,"Seebach"
"f35c",36,"Hardbrücke/Hardplatz"
"f35c",37,"Stauffacher"
"f35c",38,"Stadelhofen"
